"","","m_true_new"
"843",6.42,0.889916276426503
"844",6.43,0.883638859547998
"845",6.44,0.877241176716253
"846",6.45,0.870728985413985
"847",6.46,0.864108146173805
"848",6.47,0.857384617304139
"849",6.48,0.850564449527143
"850",6.49,0.84365378053347
"851",6.5,0.836658829458756
"852",6.51,0.829585891286826
"853",6.52,0.822441331184624
"854",6.53,0.815231578773999
"855",6.54,0.807963122345475
"856",6.55,0.800642503019236
"857",6.56,0.793276308858545
"858",6.57,0.785871168940945
"859",6.58,0.778433747392529
"860",6.59,0.770970737390681
"861",6.6,0.763488855140663
"862",6.61,0.755994833831489
"863",6.62,0.748495417576504
"864",6.63,0.740997355344146
"865",6.64,0.733507394884317
"866",6.65,0.726032276655875
"867",6.66,0.71857872776067
"868",6.67,0.711153455889609
"869",6.68,0.703763143286183
"870",6.69,0.696414440732906
"871",6.7,0.689113961566051
"872",6.71,0.681868275724104
"873",6.72,0.674683903835252
"874",6.73,0.667567311349264
"875",6.74,0.660524902719022
"876",6.75,0.653563015636945
"877",6.76,0.646687915331493
"878",6.77,0.639905788928887
"879",6.78,0.633222739885108
"880",6.79,0.626644782493203
"881",6.8,0.620177836470828
"882",6.81,0.613827721632896
"883",6.82,0.607600152654142
"884",6.83,0.601500733926297
"885",6.84,0.595534954514519
"886",6.85,0.5897081832176
"887",6.86,0.584025663736412
"888",6.87,0.578492509954929
"889",6.88,0.573113701338079
"890",6.89,0.567894078450558
"891",6.9,0.56283833860065
"892",6.91,0.557951031612969
"893",6.92,0.553236555733919
"894",6.93,0.548699153673575
"895",6.94,0.544342908787525
"896",6.95,0.540171741402129
"897",6.96,0.536189405286488
"898",6.97,0.532399484274308
"899",6.98,0.528805389038687
"900",6.99,0.525410354022742
"901",7,0.522217434528831
"902",7.01,0.519229503968982
"903",7.02,0.516449251279019
"904",7.03,0.513879178498703
"905",7.04,0.51152159852006
"906",7.05,0.509378633005941
"907",7.06,0.507452210480661
"908",7.07,0.505744064594463
"909",7.08,0.50425573256335
"910",7.09,0.502988553785689
"911",7.1,0.501943668636849
"912",7.11,0.501122017442936
"913",7.12,0.500524339634564
"914",7.13,0.500151173081419
"915",7.14,0.500002853608211
"916",7.15,0.500079514692454
"917",7.16,0.500381087344347
"918",7.17,0.50090730016886
"919",7.18,0.501657679609967
"920",7.19,0.502631550376822
"921",7.2,0.503828036051468
"922",7.21,0.505246059877559
"923",7.22,0.506884345729365
"924",7.23,0.5087414192602
"925",7.24,0.510815609229235
"926",7.25,0.513105049005502
"927",7.26,0.515607678247734
"928",7.27,0.518321244758536
"929",7.28,0.521243306511209
"930",7.29,0.524371233847408
"931",7.3,0.52770221184366
"932",7.31,0.531233242844602
"933",7.32,0.53496114916067
"934",7.33,0.538882575927807
"935",7.34,0.54299399412661
"936",7.35,0.547291703758213
"937",7.36,0.551771837174034
"938",7.37,0.5564303625564
"939",7.38,0.561263087546905
"940",7.39,0.566265663019259
"941",7.4,0.5714335869932
"942",7.41,0.576762208685976
"943",7.42,0.582246732697734
"944",7.43,0.587882223327059
"945",7.44,0.593663609012767
"946",7.45,0.599585686897975
"947",7.46,0.605643127512313
"948",7.47,0.611830479568092
"949",7.48,0.618142174866098
"950",7.49,0.624572533306588
"951",7.5,0.631115768001002
"952",7.51,0.63776599047977
"953",7.52,0.644517215991538
"954",7.53,0.651363368889039
"955",7.54,0.658298288096769
"956",7.55,0.66531573265553
"957",7.56,0.672409387338885
"958",7.57,0.679572868336425
"959",7.58,0.686799728998774
"960",7.59,0.694083465639134
"961",7.6,0.701417523386166
"962",7.61,0.708795302082931
"963",7.62,0.71621016222659
"964",7.63,0.723655430943497
"965",7.64,0.73112440799435
"966",7.65,0.738610371803945
"967",7.66,0.746106585510138
"968",7.67,0.753606303026575
"969",7.68,0.761102775113706
"970",7.69,0.76858925545265
"971",7.7,0.776059006716425
"972",7.71,0.783505306633084
"973",7.72,0.790921454035313
"974",7.73,0.798300774891026
"975",7.74,0.805636628309542
"976",7.75,0.812922412517939
"977",7.76,0.820151570802205
"978",7.77,0.827317597407838
"979",7.78,0.834414043394585
"980",7.79,0.841434522440055
"981",7.8,0.848372716586973
"982",7.81,0.855222381928922
"983",7.82,0.861977354229433
"984",7.83,0.868631554469382
"985",7.84,0.875178994317698
"986",7.85,0.881613781520457
"987",7.86,0.887930125203511
"988",7.87,0.894122341083887
"989",7.88,0.900184856585253
"990",7.89,0.906112215852866
"991",7.9,0.911899084663469
"992",7.91,0.917540255225736
"993",7.92,0.923030650866928
"994",7.93,0.928365330601558
"995",7.94,0.933539493577945
"996",7.95,0.938548483398657
"997",7.96,0.943387792310951
"998",7.97,0.948053065263449
"999",7.98,0.95254010382539
"1000",7.99,0.956844869964936
"1001",8,0.960963489683123
"1002",8.01,0.964892256500204
"1003",8.02,0.968627634791226
"1004",8.03,0.972166262967859
"1005",8.04,0.975504956503595
"1006",8.05,0.978640710799605
"1007",8.06,0.98157070388868
"1008",8.07,0.984292298974808
"1009",8.08,0.986803046806116
"1010",8.09,0.989100687879023
"1011",8.1,0.991183154471652
"1012",8.11,0.993048572504631
"1013",8.12,0.994695263227643
"1014",8.13,0.996121744730184
"1015",8.14,0.997326733275188
"1016",8.15,0.998309144454297
"1017",8.16,0.999068094163762
"1018",8.17,0.999602899400072
"1019",8.18,0.999913078874612
"1020",8.19,0.999998353446791
"1021",8.2,0.999858646375251
"1022",8.21,0.999494083386926
"1023",8.22,0.998904992563898
"1024",8.23,0.998091904048146
"1025",8.24,0.997055549564451
"1026",8.25,0.995796861761898
"1027",8.26,0.994316973374549
"1028",8.27,0.992617216202065
"1029",8.28,0.990699119911169
"1030",8.29,0.988564410659056
"1031",8.3,0.986215009539965
"1032",8.31,0.983653030856323
"1033",8.32,0.980880780216016
"1034",8.33,0.977900752457501
"1035",8.34,0.974715629404612
"1036",8.35,0.97132827745311
"1037",8.36,0.96774174499111
"1038",8.37,0.963959259655745
"1039",8.38,0.959984225428507
"1040",8.39,0.955820219571893
"1041",8.4,0.951470989410112
"1042",8.41,0.946940448956747
"1043",8.42,0.942232675392401
"1044",8.43,0.937351905395519
"1045",8.44,0.932302531329655
"1046",8.45,0.927089097290645
"1047",8.46,0.921716295017231
"1048",8.47,0.916188959668802
"1049",8.48,0.91051206547409
"1050",8.49,0.904690721254691
"1051",8.5,0.898730165827473
"1052",8.51,0.892635763289995
"1053",8.52,0.886412998193182
"1054",8.53,0.880067470605596
"1055",8.54,0.873604891073754
"1056",8.55,0.867031075483027
"1057",8.56,0.860351939823726
"1058",8.57,0.853573494867116
"1059",8.58,0.846701840756127
"1060",8.59,0.839743161515636
"1061",8.6,0.832703719487262
"1062",8.61,0.825589849693684
"1063",8.62,0.818407954137541
"1064",8.63,0.811164496040075
"1065",8.64,0.803865994024652
"1066",8.65,0.796519016250452
"1067",8.66,0.789130174501567
"1068",8.67,0.781706118236837
"1069",8.68,0.774253528605793
"1070",8.69,0.766779112436068
"1071",8.7,0.759289596197706
"1072",8.71,0.751791719949795
"1073",8.72,0.744292231274868
"1074",8.73,0.73679787920653
"1075",8.74,0.72931540815579
"1076",8.75,0.721851551841541
"1077",8.76,0.714413027230672
"1078",8.77,0.707006528493247
"1079",8.78,0.699638720978205
"1080",8.79,0.692316235214998
"1081",8.8,0.685045660946561
"1082",8.81,0.677833541198985
"1083",8.82,0.670686366393241
"1084",8.83,0.663610568504233
"1085",8.84,0.65661251527246
"1086",8.85,0.649698504473475
"1087",8.86,0.642874758250317
"1088",8.87,0.636147417513995
"1089",8.88,0.629522536417092
"1090",8.89,0.62300607690543
"1091",8.9,0.61660390335272
"1092",8.91,0.610321777283026
"1093",8.92,0.604165352185781
"1094",8.93,0.598140168428024
"1095",8.94,0.592251648268452
"1096",8.95,0.586505090977742
"1097",8.96,0.580905668069578
"1098",8.97,0.575458418646627
"1099",8.98,0.57016824486569
"1100",8.99,0.565039907526095
"1101",9,0.560078021785295
"1102",9.01,0.555287053005539
"1103",9.02,0.550671312735348
"1104",9.03,0.546234954829413
"1105",9.04,0.541981971710402
"1106",9.05,0.537916190776057
"1107",9.06,0.534041270954787
"1108",9.07,0.53036069941288
"1109",9.08,0.526877788416293
"1110",9.09,0.523595672349834
"1111",9.1,0.520517304896427
"1112",9.11,0.517645456378996
"1113",9.12,0.514982711267362
"1114",9.13,0.512531465852396
"1115",9.14,0.510293926089519
"1116",9.15,0.508272105613486
"1117",9.16,0.506467823926257
"1118",9.17,0.504882704759567
"1119",9.18,0.503518174613671
"1120",9.19,0.502375461473599
"1121",9.2,0.501455593704046
"1122",9.21,0.500759399123915
"1123",9.22,0.500287504261337
"1124",9.23,0.500040333789836
"1125",9.24,0.500018110146153
"1126",9.25,0.500220853330066
"1127",9.26,0.500648380886397
"1128",9.27,0.5013003080692
"1129",9.28,0.502176048188015
"1130",9.29,0.503274813135846
"1131",9.3,0.504595614098404
"1132",9.31,0.506137262443975
"1133",9.32,0.507898370793105
"1134",9.33,0.509877354267151
"1135",9.34,0.512072431914565
"1136",9.35,0.514481628313626
"1137",9.36,0.517102775350192
"1138",9.37,0.519933514168852
"1139",9.38,0.522971297295738
"1140",9.39,0.52621339093108
"1141",9.4,0.529656877409442
"1142",9.41,0.53329865782542
"1143",9.42,0.537135454822453
"1144",9.43,0.54116381554222
"1145",9.44,0.54538011473198
"1146",9.45,0.549780558007054
"1147",9.46,0.554361185265514
"1148",9.47,0.559117874252011
"1149",9.48,0.564046344267524
"1150",9.49,0.569142160021701
"1151",9.5,0.574400735624322
"1152",9.51,0.579817338712285
"1153",9.52,0.585387094708422
"1154",9.53,0.591104991208283
"1155",9.54,0.596965882490968
"1156",9.55,0.602964494149916
"1157",9.56,0.60909542783953
"1158",9.57,0.615353166133315
"1159",9.58,0.621732077489192
"1160",9.59,0.628226421317503
"1161",9.6,0.634830353147159
"1162",9.61,0.641537929885264
"1163",9.62,0.648343115165504
"1164",9.63,0.655239784780459
"1165",9.64,0.66222173219299
"1166",9.65,0.669282674121692
"1167",9.66,0.676416256195428
"1168",9.67,0.683616058671834
"1169",9.68,0.690875602214654
"1170",9.69,0.698188353724704
"1171",9.7,0.705547732219221
"1172",9.71,0.712947114754303
"1173",9.72,0.72037984238511
"1174",9.73,0.72783922615847
"1175",9.74,0.73531855313248
"1176",9.75,0.742811092417703
"1177",9.76,0.750310101234514
"1178",9.77,0.757808830981144
"1179",9.78,0.765300533306971
"1180",9.79,0.77277846618558
"1181",9.8,0.780235899982119
"1182",9.81,0.787666123509537
"1183",9.82,0.795062450068184
"1184",9.83,0.802418223463393
"1185",9.84,0.809726823995609
"1186",9.85,0.816981674417668
"1187",9.86,0.82417624585388
"1188",9.87,0.83130406367557
"1189",9.88,0.83835871332781
"1190",9.89,0.845333846102091
"1191",9.9,0.852223184849721
"1192",9.91,0.859020529630843
"1193",9.92,0.865719763293963
"1194",9.93,0.872314856980968
"1195",9.94,0.878799875552696
"1196",9.95,0.885168982930158
"1197",9.96,0.891416447346614
"1198",9.97,0.897536646505783
"1199",9.98,0.90352407264152
"1200",9.99,0.909373337474445
"1201",10,0.91507917706102
