3.7949e-35,4.6449e-35,8.151e-35,1.397e-34,1.8333e-34,7.6587e-34,1.1366e-33,1.618e-33,1.5178e-33,2.3451e-33,4.0244e-33,3.1013e-33,4.0817e-33,4.0275e-33,7.6183e-33,1.5812e-32,2.127e-32,3.4084e-32,6.9053e-32,5.8702e-32,9.5578e-32,1.4739e-31,2.0287e-31,4.7603e-31,7.8646e-31,1.2613e-30,9.7861e-31,1.2792e-30,1.8056e-30,1.6437e-30,3.278e-30,5.9471e-30,8.9676e-30,1.7791e-29,2.5981e-29,3.8968e-29,5.8672e-29,1.3047e-28,2.2334e-28,4.9355e-28,1.6752e-27,3.9833e-27,1.3153e-26,4.9427e-26,2.1955e-25,4.8277e-25,1.3807e-24,7.1441e-24,2.231e-23,1.3e-22,6.1275e-22,2.8695e-21,1.6332e-20,1.1293e-19,8.0662e-19,1.0035e-17,1.4352e-16,2.3117e-15,3.3386e-14,5.4014e-13,8.2883e-12,1.7649e-10,2.5319e-09,3.73e-08,4.9673e-07,5.4074e-06,5.5351e-05,0.00048277,0.0033517,0.018583,0.080892,0.29186,0.82872,1.8523,3.1691,4.2676,4.7108,4.2182,3.0323,1.6127,0.71218,0.25028,0.067639,0.014017,0.002432,0.00033301,4.2981e-05,5.4579e-06,6.0215e-07,6.1963e-08,5.6084e-09,4.1819e-10,3.2433e-11,2.3371e-12,1.8252e-13,1.5196e-14,1.0072e-15,6.8641e-17,8.0178e-18,7.9456e-19,1.0294e-19,8.1953e-21,1.3723e-21,2.4733e-22,5.4443e-23,9.1197e-24,1.9687e-24,3.596e-25,7.0077e-26,2.3619e-26,6.9284e-27,2.622e-27,1.3244e-27,1.2528e-27,5.036e-28,3.1115e-28,1.9397e-28,1.1028e-28,1.3738e-28,6.0379e-29,3.9745e-29,2.5637e-29,1.633e-29,1.0562e-29,1.2944e-29,9.9083e-30,7.3626e-30,5.7198e-30,4.4015e-30,3.0363e-30,1.4271e-30,1.862e-30,1.2567e-30,4.3922e-31,3.1173e-31,2.4486e-31,1.4956e-31,1.066e-31,6.5285e-32,5.2569e-32,2.2577e-32,2.3961e-32,2.107e-32,1.3011e-32,6.7474e-33,4.5706e-33,3.2923e-33,1.5524e-33,9.9985e-34,8.3713e-34,4.1377e-34
2.3143e-33,1.2288e-32,1.2892e-31,1.1732e-30,6.2509e-30,4.8017e-29,3.4628e-28,5.0683e-27,8.6371e-26,8.5128e-25,1.8149e-23,3.0828e-22,6.0403e-21,1.2813e-19,2.7074e-18,4.0403e-17,1.2271e-15,2.8061e-14,1.2346e-12,3.1952e-11,7.8539e-10,1.9321e-08,3.8238e-07,7.6869e-06,0.0001326,0.0018689,0.018886,0.13474,0.62136,1.8816,3.8837,5.5328,4.47,2.0978,0.69354,0.15569,0.029746,0.0055364,0.00086396,0.00011675,1.3338e-05,1.5731e-06,1.7886e-07,1.5613e-08,1.235e-09,1.161e-10,9.2451e-12,5.4433e-13,3.0259e-14,1.8988e-15,1.3487e-16,9.7675e-18,7.8548e-19,6.3492e-20,5.7724e-21,6.9896e-22,7.2664e-23,1.3741e-23,2.5706e-24,3.1894e-25,4.1674e-26,9.9685e-27,1.0927e-27,3.5094e-28,8.605e-29,1.7566e-29,3.931e-30,8.9065e-31,1.8332e-31,3.6791e-32,1.945e-32,8.2136e-33,3.6622e-33,1.3147e-33,4.158e-34,1.542e-34,3.9235e-35,1.8374e-35,5.3706e-36,3.1734e-36,2.8852e-36,3.0243e-36,1.2049e-36,8.1107e-37,4.3861e-37,4.3487e-37,4.1936e-37,2.9814e-37,3.0047e-37,1.9066e-37,1.3008e-37,4.7944e-38,4.1627e-38,4.1089e-38,1.4083e-38,1.2069e-38,1.4375e-38,1.1256e-38,9.0727e-39,5.7969e-39,2.6882e-39,1.4492e-39,1.3177e-39,1.7436e-39,1.6976e-39,8.2997e-40,7.9455e-40,3.6331e-40,4.3993e-40,3.4131e-40,2.7037e-40,1.4003e-40,8.2527e-41,8.5299e-41,8.8668e-41,7.1784e-41,4.7087e-41,2.3679e-41,1.8626e-41,1.1718e-41,1.0621e-41,6.5592e-42,8.7631e-42,6.9322e-42,5.1993e-42,4.0556e-42,3.9263e-42,5.0988e-42,2.942e-42,2.1579e-42,6.4002e-43,6.4706e-43,2.6852e-43,1.9449e-43,1.5133e-43,6.684e-44,1.1493e-43,1.072e-43,8.6772e-44,1.0107e-43,1.478e-43,5.7205e-44,5.7974e-44,3.659e-44,2.2394e-44,7.9104e-45,6.4121e-45,9.552e-45,6.2325e-45,4.2023e-45,5.0718e-45
2.4049e-30,5.3434e-30,3.3827e-30,3.0893e-30,4.8504e-30,6.8263e-30,5.7812e-30,6.5731e-30,1.0924e-29,1.8527e-29,3.7286e-29,4.7386e-29,1.9807e-28,5.2162e-28,1.5219e-27,5.3407e-27,3.409e-26,1.511e-25,1.1395e-24,8.216e-24,1.1057e-22,1.2762e-21,3.1526e-20,5.9717e-19,1.1087e-17,1.7234e-16,5.8196e-15,1.1987e-13,2.5794e-12,5.9239e-11,1.1073e-09,1.8967e-08,3.1496e-07,4.017e-06,4.1428e-05,0.00038064,0.0028102,0.016057,0.071674,0.2478,0.714,1.6034,2.8969,4.122,4.3408,3.2568,1.7894,0.76347,0.25707,0.066568,0.013554,0.0020904,0.00028233,2.8841e-05,2.3345e-06,2.0456e-07,1.7489e-08,1.836e-09,1.9628e-10,1.7359e-11,1.579e-12,1.3409e-13,1.452e-14,1.2836e-15,1.0367e-16,8.1023e-18,6.7047e-19,7.8928e-20,6.4582e-21,1.5416e-21,1.0932e-22,1.1637e-23,2.8702e-24,9.241e-25,1.515e-25,3.9976e-26,1.4979e-26,6.4386e-27,2.4352e-27,2.3707e-27,7.2645e-28,5.0762e-28,2.0513e-28,6.9113e-29,2.8604e-29,1.2489e-29,9.719e-30,9.4985e-30,3.5939e-30,2.2526e-30,1.1217e-30,8.5474e-31,6.2435e-31,2.4778e-31,3.2712e-31,1.5289e-31,7.5748e-32,5.3533e-32,3.5357e-32,3.4363e-32,2.6749e-32,1.8227e-32,8.3783e-33,6.4885e-33,3.9611e-33,2.655e-33,1.5125e-33,1.7031e-33,9.6035e-34,1.1785e-33,1.0686e-33,9.166e-34,6.0372e-34,5.5908e-34,6.6927e-34,2.8416e-34,2.056e-34,2.2543e-34,3.2172e-34,3.1032e-34,2.9919e-34,1.4751e-34,7.7503e-35,5.0533e-35,6.0507e-35,4.3746e-35,4.1711e-35,3.2278e-35,2.9237e-35,2.4391e-35,2.2039e-35,1.7614e-35,7.6893e-36,4.4424e-36,3.6097e-36,2.7238e-36,2.5049e-36,1.6014e-36,2.2223e-36,1.6127e-36,1.7416e-36,2.3523e-36,2.4196e-36,1.5426e-36,1.8423e-36,1.236e-36,7.2234e-37,5.2882e-37,7.197e-37,6.7226e-37,4.0133e-37
3.7446e-35,5.3567e-35,6.84e-35,1.1509e-34,3.5959e-34,8.4043e-34,1.8082e-33,1.2299e-33,1.5162e-33,2.5448e-33,4.1338e-33,2.8049e-33,4.1789e-33,4.61e-33,7.1106e-33,1.331e-32,3.2991e-32,4.3203e-32,6.8583e-32,1.0476e-31,1.3183e-31,1.2004e-31,1.9933e-31,4.9293e-31,9.2729e-31,9.3467e-31,1.069e-30,1.1206e-30,1.5604e-30,2.1605e-30,3.1793e-30,5.8619e-30,1.2439e-29,2.1994e-29,3.2704e-29,5.4013e-29,7.2944e-29,1.3068e-28,2.5998e-28,7.0676e-28,1.4844e-27,4.0602e-27,1.1592e-26,4.7994e-26,2.0409e-25,4.4395e-25,1.864e-24,8.7935e-24,2.9389e-23,1.4552e-22,6.7915e-22,3.5905e-21,2.0034e-20,1.0852e-19,7.8936e-19,1.1777e-17,1.4238e-16,1.9798e-15,3.7018e-14,6.1114e-13,8.79e-12,1.5651e-10,2.6419e-09,3.6474e-08,4.8198e-07,5.287e-06,5.2143e-05,0.00043338,0.0031271,0.016312,0.071932,0.25558,0.73051,1.6711,2.9411,4.0801,4.5825,3.9733,2.6854,1.4063,0.59138,0.20025,0.053017,0.011481,0.001986,0.0002847,3.8278e-05,4.664e-06,5.8811e-07,6.5464e-08,5.4703e-09,4.7448e-10,3.449e-11,2.5886e-12,1.8659e-13,1.5504e-14,1.1107e-15,9.7314e-17,9.7038e-18,9.2357e-19,1.2653e-19,1.2615e-20,1.7139e-21,3.6045e-22,6.4708e-23,1.0071e-23,2.6281e-24,4.8657e-25,6.9844e-26,2.7049e-26,1.3377e-26,3.9342e-27,1.6985e-27,1.5536e-27,1.3329e-27,5.9642e-28,3.0885e-28,1.8833e-28,1.2336e-28,6.8711e-29,5.0622e-29,4.0833e-29,1.9744e-29,1.7762e-29,1.8902e-29,1.1846e-29,1.2534e-29,8.3619e-30,6.8547e-30,2.8482e-30,2.05e-30,1.7462e-30,1.5471e-30,5.3547e-31,3.9211e-31,3.181e-31,1.548e-31,1.0447e-31,7.8789e-32,5.1062e-32,2.942e-32,3.2787e-32,2.434e-32,1.3889e-32,7.09e-33,5.5811e-33,4.5245e-33,3.005e-33,1.419e-33,1.196e-33,5.5004e-34
1.8882e-36,2.4472e-36,4.0028e-36,6.8293e-36,8.8511e-36,1.4059e-35,1.6093e-35,2.3094e-35,2.5964e-35,4.3452e-35,6.4635e-35,1.1116e-34,2.3931e-34,1.8346e-34,4.752e-34,7.0904e-34,1.2045e-33,1.8578e-33,2.1149e-33,3.1739e-33,7.5083e-33,5.7379e-33,8.4906e-33,1.2127e-32,1.3874e-32,2.2835e-32,4.1208e-32,6.5517e-32,6.5013e-32,8.0665e-32,9.4923e-32,1.1871e-31,1.764e-31,3.1366e-31,3.4533e-31,4.5745e-31,1.2712e-30,2.2684e-30,3.1767e-30,3.8989e-30,7.2999e-30,1.6134e-29,4.8847e-29,1.2439e-28,3.7085e-28,5.8524e-28,1.5191e-27,4.5737e-27,1.7976e-26,7.3706e-26,1.9305e-25,1.5144e-24,5.5409e-24,2.5106e-23,2.0392e-22,1.3067e-21,8.9386e-21,6.973e-20,7.5279e-19,5.6574e-18,7.6958e-17,1.0516e-15,7.7854e-15,7.8747e-14,1.0784e-12,8.8065e-12,1.4858e-10,2.026e-09,2.6206e-08,3.668e-07,4.0286e-06,3.7748e-05,0.00030249,0.0018282,0.009683,0.043177,0.15566,0.47062,1.1533,2.275,3.6637,4.2593,3.5019,2.1212,1.0388,0.40085,0.12191,0.029881,0.0060715,0.00097039,0.00013542,1.5728e-05,1.4295e-06,1.1361e-07,1.0964e-08,8.9239e-10,6.286e-11,5.3742e-12,4.4702e-13,3.3133e-14,2.674e-15,2.4477e-16,1.7028e-17,1.4907e-18,1.1669e-19,2.1756e-20,2.7528e-21,3.2753e-22,4.4601e-23,6.9457e-24,1.1742e-24,2.923e-25,9.0272e-26,4.24e-26,1.0541e-26,3.7283e-27,1.6739e-27,5.5666e-28,4.6606e-28,2.0635e-28,1.8841e-28,5.6038e-29,5.4704e-29,2.3723e-29,1.6319e-29,9.8607e-30,8.8991e-30,6.4651e-30,5.3198e-30,2.6894e-30,1.2748e-30,1.1651e-30,1.2619e-30,5.3245e-31,4.2464e-31,4.1628e-31,2.7636e-31,1.4213e-31,1.6953e-31,1.0874e-31,6.4306e-32,2.9895e-32,2.9899e-32,1.6743e-32,2.0789e-32,1.0265e-32,7.218e-33,3.6168e-33,2.7512e-33,2.416e-33,2.4039e-33
6.7131e-31,8.277e-31,8.8345e-31,1.121e-30,1.1657e-30,9.8714e-31,1.0576e-30,1.8276e-30,3.8696e-30,3.0749e-30,4.4742e-30,7.0657e-30,7.3956e-30,1.1523e-29,1.4673e-29,2.4428e-29,4.3751e-29,4.9493e-29,1.9903e-28,6.0855e-28,1.663e-27,6.8617e-27,2.4126e-26,1.9697e-25,1.0562e-24,8.8333e-24,7.8512e-23,1.1021e-21,1.3845e-20,1.8361e-19,2.9329e-18,5.0576e-17,8.3806e-16,1.5192e-14,2.9001e-13,5.7171e-12,1.4209e-10,3.0639e-09,5.4295e-08,7.7258e-07,9.3626e-06,9.618e-05,0.0008251,0.005793,0.031249,0.12968,0.43189,1.1908,2.617,4.5291,5.9822,6.2538,5.1985,3.3995,1.6837,0.66706,0.21065,0.05123,0.01171,0.0023115,0.00040881,6.2367e-05,9.1632e-06,1.0921e-06,1.0105e-07,9.0497e-09,7.4933e-10,5.5109e-11,3.5293e-12,2.6459e-13,1.4683e-14,1.0047e-15,7.911e-17,5.8678e-18,4.6534e-19,4.0634e-20,3.086e-21,2.9378e-22,4.0409e-23,4.7161e-24,6.6176e-25,6.6937e-26,1.2108e-26,3.1334e-27,6.8294e-28,2.1249e-28,6.4807e-29,2.3526e-29,1.4013e-29,5.8089e-30,3.345e-30,1.957e-30,1.2612e-30,6.4899e-31,3.9436e-31,2.7484e-31,2.018e-31,2.1837e-31,1.8498e-31,1.4923e-31,1.326e-31,7.1465e-32,4.14e-32,3.0566e-32,2.6047e-32,1.0467e-32,5.5886e-33,4.5306e-33,4.3316e-33,3.7763e-33,3.3561e-33,3.0451e-33,2.7994e-33,3.0943e-33,3.7834e-33,2.5798e-33,2.4954e-33,2.4416e-33,1.9237e-33,1.4918e-33,1.8167e-33,2.0018e-33,1.9575e-33,1.6707e-33,1.4685e-33,1.2766e-33,7.8046e-34,5.5649e-34,4.1216e-34,1.9179e-34,1.5067e-34,1.2006e-34,6.104e-35,1.1466e-34,5.6906e-35,4.613e-35,4.029e-35,3.9696e-35,3.1825e-35,2.5118e-35,1.3903e-35,5.1358e-36,2.4641e-36,1.2034e-36,8.4149e-37,5.2642e-37,4.0371e-37,2.4316e-37,2.214e-37,2.7211e-37,2.0418e-37
2.5302e-44,4.6507e-44,8.8615e-44,2.8533e-43,6.1891e-43,1.0432e-42,2.7174e-42,4.8569e-42,5.644e-42,7.6397e-42,1.6446e-41,1.8315e-41,3.7704e-41,1.4004e-40,1.7339e-40,2.317e-40,2.6006e-40,5.736e-40,5.7196e-40,7.898e-40,8.0777e-40,1.818e-39,3.856e-39,4.4103e-39,4.094e-39,5.6522e-39,7.1998e-39,1.6388e-38,1.4337e-38,3.868e-38,4.7329e-38,2.6574e-38,5.5082e-38,5.393e-38,6.4579e-38,1.0871e-37,1.451e-37,4.1206e-37,7.1263e-37,1.3404e-36,2.0599e-36,2.4089e-36,1.9227e-36,3.1326e-36,3.9422e-36,5.4164e-36,1.1389e-35,2.0526e-35,3.4614e-35,8.477e-35,2.8192e-34,9.7078e-34,4.0178e-33,1.8e-32,7.0368e-32,1.9951e-31,8.3881e-31,4.6142e-30,2.7427e-29,1.1571e-28,6.5545e-28,6.6266e-27,5.9742e-26,5.5335e-25,4.887e-24,6.0393e-23,6.1149e-22,5.154e-21,7.8989e-20,1.186e-18,1.7594e-17,3.8007e-16,5.1038e-15,6.2428e-14,8.6797e-13,1.065e-11,1.0785e-10,1.2064e-09,1.0242e-08,7.7781e-08,5.6149e-07,3.3646e-06,2.9318e-05,0.00032395,0.0039221,0.034176,0.20621,0.86271,2.5165,4.8428,6.4404,6.0644,3.9817,1.7577,0.5192,0.10661,0.015128,0.0015389,0.00010564,5.1536e-06,2.1378e-07,8.2503e-09,2.6231e-10,5.772e-12,1.9525e-13,6.9144e-15,1.391e-16,3.4942e-18,1.5272e-19,1.1701e-20,9.9002e-22,7.1379e-23,6.057e-24,6.6953e-25,1.2134e-25,1.2326e-26,1.6803e-27,1.8821e-28,3.5783e-29,7.9466e-30,2.1116e-30,5.9438e-31,1.2325e-31,4.8558e-32,2.7304e-32,1.3187e-32,4.1078e-33,1.4966e-33,9.9959e-34,3.6806e-34,3.1695e-34,2.1911e-34,1.2627e-34,6.704e-35,4.4272e-35,2.6166e-35,1.0255e-35,9.791e-36,8.0588e-36,4.384e-36,5.1097e-36,3.1011e-36,2.2108e-36,1.571e-36,1.9952e-36,4.177e-36,2.5388e-36,1.3012e-36,8.8092e-37,6.5297e-37,3.4221e-37
1.7643e-31,1.6021e-30,2.2162e-29,2.2625e-28,2.0747e-27,1.196e-26,1.845e-25,4.9583e-24,9.3054e-23,2.4965e-21,4.6426e-20,1.8457e-18,5.4842e-17,1.7966e-15,2.4262e-14,8.5013e-13,2.4379e-11,4.8512e-10,9.3588e-09,1.5709e-07,1.9239e-06,2.0493e-05,0.00020563,0.0017188,0.011893,0.06887,0.33598,1.2859,3.2054,4.4114,3.4599,2.187,1.1135,0.39088,0.10214,0.023791,0.0051156,0.0010405,0.00018726,3.5399e-05,5.5871e-06,7.4438e-07,7.6908e-08,1.005e-08,1.015e-09,8.1545e-11,4.9624e-12,3.4117e-13,2.7543e-14,2.8315e-15,3.4875e-16,3.3381e-17,3.3901e-18,2.4775e-19,2.8045e-20,2.2804e-21,2.0432e-22,1.9646e-23,1.7229e-24,1.2174e-25,1.1105e-26,7.6138e-28,7.7145e-29,1.4998e-29,2.4973e-30,2.8808e-31,2.0596e-32,4.471e-33,1.2257e-33,3.2142e-34,8.1202e-35,1.377e-35,4.6569e-36,1.256e-36,2.4268e-37,1.0938e-37,3.0536e-38,1.1503e-38,6.4528e-39,2.6054e-39,1.1999e-39,5.2408e-40,3.0522e-40,1.8527e-40,9.7514e-41,8.2835e-41,1.0082e-40,4.1683e-41,2.1843e-41,2.2845e-41,9.6391e-42,4.2988e-42,2.6441e-42,1.7895e-42,1.0753e-42,8.8994e-43,6.382e-43,3.2753e-43,3.5134e-43,6.3051e-43,2.9746e-43,3.5871e-43,3.4047e-43,1.7517e-43,8.7095e-44,5.3658e-44,5.7581e-44,6.4302e-44,3.9862e-44,2.6998e-44,1.5291e-44,1.3701e-44,9.4472e-45,4.6892e-45,8.2401e-45,1.7019e-44,9.6924e-45,5.1801e-45,8.0127e-45,6.5244e-45,7.6452e-45,3.4046e-45,2.5185e-45,2.7665e-45,1.6089e-45,2.5337e-45,2.4791e-45,1.9779e-45,1.4124e-45,7.7991e-46,5.7705e-46,4.2536e-46,3.1185e-46,2.6251e-46,4.0527e-46,2.0712e-46,1.0851e-46,3.1469e-47,2.0392e-47,1.854e-47,2.2876e-47,2.7275e-47,2.0249e-47,6.4167e-48,4.4321e-48,2.8463e-48,1.545e-48,9.9659e-49,1.6404e-48,9.4012e-49,7.7614e-49
5.7468e-79,1.7464e-78,5.5224e-78,1.9323e-77,1.6435e-77,4.7015e-77,1.2352e-76,2.13e-76,3.0404e-76,3.5801e-76,5.5685e-76,1.3283e-75,1.5582e-75,1.5301e-75,2.9623e-75,1.7106e-75,3.0943e-75,5.1172e-75,9.6099e-75,1.4414e-74,1.3094e-74,2.0082e-74,3.1972e-74,2.264e-74,2.6936e-74,5.4164e-74,3.7895e-74,6.5241e-74,4.0571e-74,1.1081e-73,1.2406e-73,7.868e-73,1.379e-72,1.8963e-72,3.419e-72,9.293e-72,1.3215e-71,9.6132e-72,1.9725e-71,8.4961e-71,6.1411e-71,1.3673e-70,1.9949e-70,2.8669e-70,6.1562e-70,1.5245e-69,2.0072e-69,2.3597e-69,2.1726e-69,2.1958e-69,3.4702e-69,3.7254e-69,2.9029e-69,3.6274e-69,1.192e-68,1.9433e-68,3.5378e-68,3.6591e-68,1.0713e-67,9.9767e-68,2.9923e-67,5.6479e-67,1.1074e-66,1.1371e-66,1.8127e-66,2.1634e-66,5.9735e-66,4.7046e-66,7.5693e-66,2.1678e-65,3.611e-65,5.3497e-65,1.8054e-64,4.5014e-64,1.9262e-63,1.0641e-62,7.2744e-62,2.7932e-61,1.4132e-60,1.0774e-59,1.2815e-58,1.4274e-57,1.1918e-56,1.4439e-55,8.7804e-55,1.6326e-53,1.8264e-52,1.8022e-51,3.1998e-50,7.0977e-49,2.8497e-47,1.5759e-45,5.2456e-44,3.1836e-42,1.5182e-40,9.1031e-39,1.0016e-36,9.5906e-35,1.4557e-32,2.3658e-30,3.1503e-28,3.3401e-26,2.2996e-24,3.9336e-22,4.4699e-20,3.3932e-18,2.4416e-16,2.037e-14,1.2997e-12,5.0027e-11,1.8916e-09,7.1303e-08,1.6256e-06,2.5689e-05,0.00037629,0.003951,0.032016,0.20741,0.94917,2.8084,4.8594,3.5203,1.3758,0.35731,0.074456,0.011458,0.0013444,0.00012434,7.2557e-06,3.4658e-07,1.3482e-08,4.6737e-10,1.1122e-11,1.9896e-13,3.5947e-15,4.1432e-17,3.4398e-19,2.0944e-21,1.4967e-23,8.1547e-26,3.1942e-28,2.1849e-30,1.15e-32,6.4302e-35,3.49e-37,3.9593e-39,3.7794e-41,3.9255e-43,3.6317e-45,4.4828e-47,1.1574e-48
1.6879e-30,3.0483e-30,4.1629e-30,3.5349e-30,4.4105e-30,3.7937e-30,6.0219e-30,9.37e-30,7.1267e-30,2.0802e-29,3.3476e-29,1.2145e-28,1.842e-28,6.9159e-28,1.9105e-27,7.2785e-27,5.4223e-26,3.1902e-25,2.0296e-24,2.0766e-23,2.1866e-22,4.2399e-21,5.6388e-20,1.2501e-18,2.6535e-17,4.9881e-16,1.6242e-14,3.016e-13,5.485e-12,1.1881e-10,2.2252e-09,3.5433e-08,5.3645e-07,6.8665e-06,7.139e-05,0.00060226,0.0038526,0.020194,0.087585,0.30799,0.80975,1.758,3.2271,4.5303,4.1794,2.5945,1.1767,0.41593,0.11223,0.022333,0.003707,0.00048958,5.2245e-05,4.2709e-06,3.2205e-07,2.6195e-08,2.2193e-09,2.421e-10,2.7051e-11,2.4185e-12,2.5772e-13,3.3491e-14,2.6674e-15,2.5273e-16,2.1774e-17,1.6731e-18,1.7902e-19,1.9001e-20,2.0536e-21,2.2643e-22,3.5428e-23,4.9912e-24,1.6846e-24,4.1871e-25,1.052e-25,1.3981e-26,9.4509e-27,5.3779e-27,3.0715e-27,1.8736e-27,1.0853e-27,3.8611e-28,1.801e-28,6.3858e-29,3.2992e-29,1.6719e-29,1.1376e-29,7.6217e-30,3.4342e-30,1.8746e-30,1.6695e-30,1.784e-30,7.2344e-31,2.6548e-31,2.5157e-31,2.0043e-31,1.6938e-31,6.3844e-32,6.2758e-32,3.3881e-32,1.4378e-32,1.346e-32,7.2801e-33,4.7343e-33,3.6771e-33,3.4133e-33,1.9109e-33,1.1417e-33,1.5045e-33,8.9766e-34,6.9133e-34,1.1379e-33,9.0144e-34,5.6964e-34,3.8197e-34,2.9555e-34,2.5781e-34,3.1419e-34,3.2063e-34,2.5875e-34,2.0419e-34,1.6194e-34,7.0045e-35,5.6405e-35,5.0433e-35,3.0198e-35,4.6582e-35,2.8452e-35,2.696e-35,2.3908e-35,1.6457e-35,8.5579e-36,9.2712e-36,6.4101e-36,2.7908e-36,2.9286e-36,2.6587e-36,3.7287e-36,2.4349e-36,1.7776e-36,1.459e-36,1.2119e-36,1.4692e-36,1.0557e-36,7.6427e-37,6.2529e-37,4.1987e-37,5.5544e-37,5.9978e-37,5.2191e-37,4.3387e-37
