0.0020192,0.0020442,0.0020752,0.0021094,0.0021456,0.0021843,0.0022274,0.0022782,0.0023395,0.0024138,0.002501,0.0025986,0.0027004,0.0027978,0.00288,0.0029368,0.0029599,0.0029445,0.0028909,0.0028037,0.0026914,0.0025648,0.0024355,0.0023143,0.0022104,0.002131,0.0020811,0.0020641,0.0020818,0.0021348,0.0022226,0.0023433,0.0024938,0.0026686,0.0028596,0.0030564,0.0032458,0.0034138,0.0035469,0.0036345,0.0036709,0.0036563,0.0035963,0.0035008,0.003382,0.0032519,0.0031207,0.0029964,0.002884,0.002786,0.0027029,0.0026334,0.0025746,0.0025221,0.0024708,0.002415,0.0023501,0.0022734,0.0021849,0.0020879,0.0019881,0.0018928,0.001809,0.0017427,0.0016975,0.0016753,0.0016762,0.0016991,0.0017428,0.0018058,0.0018872,0.0019865,0.0021035,0.0022386,0.0023922,0.0025649,0.0027571,0.0029683,0.0031974,0.0034423,0.0037005,0.0039697,0.0042494,0.0045422,0.0048558,0.0052054,0.0056164,0.0061275,0.0067943,0.0076941,0.0089309,0.010643,0.013013,0.01628,0.020757,0.026856,0.035107,0.046201,0.061021,0.080689,0.10661,0.14052,0.1845,0.24099,0.3127,0.40252,0.51322,0.6471,0.80554,0.98841,1.1936,1.4165,1.6501,1.8849,2.1096,2.312,2.4803,2.6039,2.6747,2.6881,2.6437,2.5452,2.4002,2.219,2.0135,1.7956,1.5763,1.3645,1.1668,0.98748,0.8287,0.69081,0.57294,0.47346,0.39034,0.32141,0.26458,0.2179,0.17966,0.14837,0.12277
0.0011576,0.0011656,0.0011814,0.0012033,0.0012303,0.0012618,0.0012977,0.0013382,0.0013836,0.0014338,0.0014883,0.0015456,0.0016037,0.0016599,0.0017111,0.0017543,0.0017868,0.0018066,0.0018124,0.0018037,0.0017809,0.0017454,0.0016992,0.0016452,0.0015872,0.0015291,0.0014752,0.0014297,0.0013965,0.001379,0.0013798,0.0014009,0.0014431,0.0015059,0.0015871,0.0016823,0.0017848,0.0018856,0.0019744,0.002041,0.002077,0.0020773,0.0020418,0.001975,0.0018853,0.0017836,0.0016808,0.0015863,0.0015067,0.0014451,0.0014015,0.0013729,0.0013548,0.0013416,0.0013279,0.0013089,0.0012816,0.0012448,0.0011993,0.0011478,0.0010941,0.0010425,0.0009972,0.00096176,0.00093879,0.00092989,0.00093569,0.00095599,0.00098995,0.0010363,0.0010935,0.0011602,0.0012354,0.0013183,0.0014091,0.0015084,0.0016173,0.0017365,0.0018666,0.0020068,0.0021555,0.0023103,0.0024691,0.0026317,0.0028016,0.0029878,0.003207,0.0034846,0.0038565,0.0043711,0.0050924,0.0061053,0.0075233,0.0094997,0.012243,0.016036,0.021263,0.028443,0.038269,0.051659,0.069814,0.094281,0.12701,0.17043,0.22741,0.30128,0.3957,0.51436,0.66055,0.83662,1.0432,1.2782,1.5365,1.8094,2.0844,2.3465,2.5793,2.7665,2.8941,2.9519,2.9352,2.8459,2.6916,2.4852,2.2424,1.9801,1.7139,1.4569,1.2187,1.0055,0.81994,0.66241,0.53129,0.4239,0.33706,0.2675,0.21217,0.16836,0.13378,0.10651,0.085005
0.00072742,0.00072711,0.00073426,0.00074843,0.00076913,0.00079601,0.00082878,0.00086705,0.00091009,0.00095673,0.0010054,0.0010542,0.0011016,0.0011461,0.0011867,0.001223,0.0012549,0.0012824,0.0013054,0.0013236,0.0013365,0.0013431,0.0013425,0.0013342,0.0013179,0.0012944,0.0012649,0.0012315,0.0011967,0.0011631,0.0011329,0.001108,0.0010892,0.0010769,0.0010708,0.0010699,0.0010728,0.0010778,0.0010826,0.0010844,0.0010807,0.0010694,0.0010493,0.0010203,0.0009841,0.00094323,0.00090096,0.00086054,0.00082458,0.00079473,0.00077147,0.00075422,0.00074162,0.00073186,0.00072301,0.00071338,0.00070173,0.00068744,0.00067053,0.00065164,0.00063192,0.00061288,0.00059622,0.00058369,0.00057687,0.00057709,0.00058531,0.00060205,0.00062738,0.0006609,0.00070181,0.00074906,0.00080148,0.00085794,0.0009176,0.0009799,0.0010446,0.0011115,0.0011805,0.001251,0.0013224,0.0013944,0.0014673,0.0015432,0.0016264,0.0017243,0.0018477,0.0020114,0.0022351,0.0025453,0.0029778,0.0035817,0.0044256,0.0056053,0.0072548,0.0095612,0.012785,0.017287,0.023565,0.0323,0.044415,0.061145,0.08412,0.11545,0.15778,0.2144,0.28916,0.38639,0.51067,0.66631,0.85663,1.0831,1.344,1.6339,1.9423,2.2541,2.5503,2.8096,3.0111,3.1371,3.1758,3.1235,2.9851,2.7738,2.5084,2.2107,1.9018,1.6001,1.3196,1.0692,0.85312,0.67211,0.5241,0.40545,0.31188,0.239,0.18277,0.13968,0.10681,0.081803,0.06279
0.00066357,0.00067508,0.00069198,0.00071413,0.00074096,0.00077187,0.00080654,0.00084493,0.00088704,0.00093262,0.00098094,0.0010309,0.0010813,0.0011309,0.001179,0.0012249,0.0012679,0.0013071,0.0013417,0.0013702,0.0013917,0.0014049,0.0014091,0.0014041,0.00139,0.0013673,0.0013371,0.0013005,0.0012587,0.0012127,0.0011636,0.0011119,0.0010586,0.0010049,0.00095218,0.00090219,0.00085659,0.00081661,0.00078276,0.00075472,0.00073136,0.00071103,0.00069192,0.00067244,0.00065153,0.00062883,0.0006047,0.00058002,0.00055598,0.00053373,0.0005142,0.00049792,0.00048502,0.00047525,0.00046811,0.00046297,0.00045917,0.0004561,0.00045329,0.00045044,0.00044749,0.00044458,0.00044209,0.00044063,0.000441,0.00044414,0.00045107,0.00046275,0.00047998,0.00050323,0.00053257,0.00056753,0.00060716,0.00065013,0.00069488,0.00073985,0.00078371,0.00082556,0.00086504,0.00090241,0.00093856,0.00097499,0.0010138,0.0010575,0.0011092,0.0011727,0.0012528,0.001356,0.0014921,0.0016756,0.0019278,0.0022799,0.0027763,0.0034797,0.0044785,0.0058968,0.0079087,0.010759,0.014792,0.020486,0.02851,0.039782,0.055553,0.077502,0.10784,0.14942,0.2058,0.28127,0.38076,0.50959,0.6729,0.87493,1.1178,1.4003,1.7163,2.0541,2.3959,2.7188,2.9972,3.2058,3.3238,3.3385,3.2482,3.062,2.7989,2.4838,2.1434,1.802,1.4793,1.1886,0.93719,0.72701,0.55631,0.42099,0.31582,0.23539,0.17466,0.12924,0.095519,0.0706,0.052243
0.0008571,0.00091567,0.00097774,0.0010426,0.0011089,0.0011751,0.00124,0.0013032,0.0013656,0.0014287,0.0014938,0.0015618,0.0016325,0.0017052,0.0017787,0.0018516,0.0019217,0.0019866,0.0020433,0.0020883,0.0021188,0.0021324,0.0021278,0.002105,0.0020655,0.0020113,0.0019452,0.0018698,0.0017873,0.0016991,0.0016059,0.0015085,0.001408,0.0013062,0.0012057,0.0011094,0.0010199,0.00093922,0.0008685,0.0008079,0.00075679,0.00071395,0.00067785,0.00064685,0.00061946,0.00059448,0.0005711,0.00054891,0.00052786,0.0005081,0.00048991,0.00047362,0.00045947,0.00044768,0.00043834,0.00043144,0.00042684,0.00042428,0.00042332,0.00042348,0.00042424,0.00042516,0.00042599,0.00042677,0.00042785,0.00042989,0.00043381,0.00044067,0.00045151,0.00046712,0.00048795,0.00051391,0.00054438,0.00057827,0.00061417,0.00065058,0.00068618,0.00071999,0.00075159,0.00078112,0.00080923,0.00083692,0.00086544,0.00089613,0.0009305,0.00097045,0.0010188,0.0010798,0.0011603,0.0012705,0.0014255,0.0016462,0.0019627,0.0024168,0.0030675,0.0039985,0.0053284,0.0072261,0.0099309,0.013782,0.019258,0.027029,0.038026,0.053532,0.075282,0.10559,0.14746,0.20469,0.28192,0.38451,0.51831,0.68905,0.90148,1.1581,1.4576,1.7933,2.152,2.5136,2.852,3.1382,3.3438,3.4465,3.4342,3.3076,3.0805,2.7769,2.4263,2.0585,1.6995,1.3687,1.078,0.83247,0.63207,0.47308,0.34993,0.25642,0.18657,0.13506,0.09746,0.070224,0.050601
0.0013711,0.0015271,0.0016953,0.0018729,0.002056,0.0022391,0.0024163,0.0025819,0.0027333,0.0028712,0.0029996,0.003124,0.0032495,0.0033795,0.0035152,0.0036553,0.0037966,0.0039336,0.0040593,0.0041653,0.0042435,0.0042869,0.0042907,0.004253,0.0041743,0.0040575,0.0039067,0.0037259,0.0035197,0.0032922,0.0030485,0.0027948,0.0025384,0.0022872,0.0020488,0.0018292,0.0016322,0.0014595,0.0013109,0.001185,0.0010794,0.00099147,0.00091857,0.00085806,0.00080753,0.00076479,0.00072804,0.00069583,0.00066717,0.0006415,0.00061863,0.00059864,0.00058171,0.00056802,0.00055759,0.00055025,0.00054558,0.00054299,0.00054179,0.00054125,0.00054073,0.00053977,0.00053812,0.0005358,0.00053312,0.0005306,0.00052903,0.00052934,0.00053255,0.00053965,0.00055145,0.0005684,0.00059042,0.00061682,0.00064627,0.00067696,0.0007069,0.0007343,0.00075797,0.0007776,0.00079386,0.0008083,0.00082306,0.00084056,0.00086327,0.00089361,0.0009342,0.00098818,0.0010599,0.0011555,0.0012842,0.0014597,0.001702,0.0020402,0.0025166,0.0031916,0.0041517,0.00552,0.0074715,0.010255,0.014224,0.019875,0.027911,0.039309,0.055415,0.078059,0.10968,0.15346,0.2134,0.29438,0.40202,0.5424,0.7214,0.94375,1.2117,1.5232,1.8706,2.2392,2.607,2.9461,3.2257,3.4168,3.4976,3.4578,3.3012,3.0451,2.7166,2.3475,1.9686,1.6058,1.2771,0.99301,0.75681,0.56691,0.4185,0.30525,0.22053,0.15819,0.11292,0.08037,0.057153
0.0023102,0.0026439,0.0030226,0.0034453,0.0039079,0.0044011,0.0049109,0.0054193,0.005909,0.0063677,0.0067927,0.007191,0.0075763,0.0079638,0.0083651,0.0087856,0.0092221,0.0096628,0.010087,0.010468,0.010773,0.010971,0.011037,0.010955,0.01072,0.010336,0.0098185,0.0091892,0.0084751,0.0077067,0.0069164,0.0061356,0.005392,0.0047071,0.0040946,0.0035604,0.0031038,0.0027193,0.0023985,0.0021319,0.0019099,0.0017241,0.0015671,0.0014331,0.0013181,0.0012194,0.0011351,0.0010644,0.0010064,0.00096055,0.00092577,0.00090081,0.00088408,0.00087384,0.00086827,0.00086565,0.00086446,0.00086346,0.00086171,0.00085856,0.00085361,0.00084665,0.00083764,0.00082668,0.00081409,0.00080038,0.00078634,0.00077302,0.00076163,0.00075337,0.00074925,0.00074985,0.00075515,0.00076452,0.0007768,0.00079056,0.00080448,0.00081773,0.00083025,0.00084283,0.00085705,0.00087496,0.00089864,0.00092993,0.00097015,0.0010202,0.0010807,0.0011528,0.0012383,0.001341,0.0014675,0.0016284,0.0018396,0.0021249,0.0025181,0.003067,0.0038392,0.0049302,0.0064752,0.0086664,0.011776,0.016192,0.022461,0.031348,0.043922,0.061643,0.086485,0.12106,0.16871,0.23362,0.32079,0.43584,0.58467,0.77274,1.0041,1.2798,1.5966,1.9455,2.3103,2.6683,2.9913,3.2493,3.4152,3.4697,3.4054,3.2288,2.9589,2.6235,2.2538,1.8797,1.5252,1.2069,0.9339,0.70847,0.52834,0.38838,0.28215,0.20309,0.1452,0.10336,0.073408
0.0037189,0.0043294,0.0050529,0.005902,0.0068862,0.0080093,0.0092673,0.010647,0.012129,0.013692,0.015323,0.017024,0.018809,0.020701,0.022716,0.024847,0.027055,0.029263,0.031357,0.033192,0.034613,0.035476,0.035671,0.035143,0.033901,0.032016,0.029611,0.026841,0.023876,0.020878,0.01799,0.015319,0.012937,0.010875,0.0091347,0.0076936,0.0065161,0.0055608,0.0047863,0.0041555,0.0036376,0.0032085,0.0028508,0.0025525,0.0023052,0.0021032,0.0019419,0.0018166,0.0017226,0.0016549,0.0016083,0.0015779,0.0015592,0.0015484,0.0015422,0.001538,0.0015339,0.0015285,0.0015206,0.0015095,0.0014946,0.0014757,0.0014524,0.0014251,0.0013938,0.0013594,0.0013223,0.0012835,0.001244,0.0012048,0.001167,0.0011322,0.0011018,0.0010775,0.0010609,0.0010535,0.0010562,0.00107,0.0010954,0.0011324,0.0011809,0.00124,0.001308,0.0013826,0.0014613,0.0015414,0.0016214,0.0017019,0.0017856,0.0018786,0.0019905,0.0021344,0.0023274,0.0025917,0.0029564,0.0034606,0.0041585,0.0051268,0.0064745,0.0083577,0.010999,0.014716,0.019955,0.027346,0.03776,0.052396,0.072871,0.10133,0.14054,0.194,0.2659,0.36113,0.48496,0.6426,0.83844,1.0751,1.352,1.6642,2.0011,2.3462,2.6771,2.9676,3.191,3.324,3.3515,3.2693,3.0853,2.8184,2.4944,2.1419,1.7876,1.453,1.1529,0.89515,0.68185,0.51087,0.37746,0.27575,0.19968,0.14368,0.10298
0.0059282,0.0069441,0.0081966,0.0097348,0.011617,0.013911,0.016697,0.020069,0.024132,0.029,0.034793,0.041629,0.04961,0.058792,0.069134,0.08045,0.092358,0.10427,0.11542,0.12493,0.13194,0.13575,0.13592,0.13237,0.12538,0.11557,0.10375,0.090842,0.077721,0.065134,0.05363,0.043544,0.03501,0.028002,0.022385,0.017962,0.014521,0.011858,0.0097951,0.0081919,0.0069391,0.0059563,0.0051843,0.0045791,0.0041069,0.0037405,0.0034577,0.0032403,0.0030736,0.0029464,0.0028497,0.0027769,0.0027227,0.0026828,0.0026537,0.0026327,0.0026177,0.0026072,0.0025998,0.0025943,0.0025889,0.0025813,0.0025685,0.002547,0.0025137,0.0024661,0.0024033,0.0023261,0.0022375,0.002142,0.0020452,0.0019533,0.001872,0.0018071,0.0017632,0.0017444,0.0017537,0.0017924,0.0018602,0.0019542,0.0020684,0.0021948,0.0023231,0.0024433,0.002547,0.0026294,0.002691,0.0027378,0.0027807,0.0028345,0.0029154,0.0030408,0.0032279,0.0034956,0.0038664,0.0043708,0.0050526,0.0059759,0.0072342,0.0089623,0.011352,0.014675,0.019311,0.025787,0.034831,0.047434,0.064921,0.089039,0.12204,0.16672,0.22652,0.30536,0.40762,0.53769,0.69956,0.89601,1.1278,1.3924,1.6835,1.9899,2.2957,2.5809,2.8234,3.0015,3.0977,3.1012,3.0107,2.8345,2.5891,2.2965,1.9805,1.6633,1.3628,1.0916,0.85657,0.66007,0.5007,0.37479,0.27753,0.2038,0.14879
0.0093961,0.011065,0.013238,0.016074,0.019788,0.02468,0.031163,0.039789,0.051265,0.066448,0.086292,0.11175,0.14362,0.18232,0.22765,0.27851,0.33275,0.38717,0.43769,0.47987,0.50958,0.52366,0.52054,0.50053,0.46573,0.41967,0.36664,0.31102,0.25669,0.20662,0.16269,0.12577,0.095872,0.072426,0.054528,0.041154,0.031319,0.024157,0.018963,0.015192,0.01244,0.010415,0.0089093,0.0077767,0.0069137,0.0062473,0.0057267,0.0053169,0.0049941,0.0047414,0.0045461,0.0043975,0.0042859,0.0042025,0.0041398,0.0040918,0.0040544,0.0040249,0.0040015,0.0039825,0.0039661,0.0039503,0.003933,0.0039122,0.0038861,0.0038527,0.0038098,0.003755,0.0036863,0.0036028,0.0035062,0.003401,0.0032956,0.003201,0.0031301,0.0030952,0.0031058,0.0031663,0.0032745,0.0034213,0.0035914,0.0037659,0.0039256,0.004055,0.0041453,0.0041964,0.004217,0.0042221,0.0042305,0.0042614,0.0043317,0.0044554,0.0046448,0.0049121,0.005274,0.0057553,0.0063944,0.0072484,0.0083997,0.0099645,0.012105,0.015043,0.019086,0.024654,0.032321,0.042854,0.057271,0.076896,0.10341,0.13888,0.18581,0.24708,0.32584,0.42533,0.54852,0.69767,0.87369,1.0756,1.2996,1.539,1.7838,2.021,2.2352,2.4107,2.5327,2.5898,2.5762,2.4921,2.3446,2.1464,1.9134,1.6628,1.4107,1.17,0.95049,0.75766,0.59386,0.45869,0.34992,0.26426,0.19804
