8.3581e-05,9.3561e-05,0.00011194,0.00012652,0.00013991,0.00015717,0.00017647,0.00021873,0.00027929,0.00037275,0.00042662,0.00052573,0.00061807,0.00080638,0.001084,0.001494,0.0019262,0.0025956,0.0034265,0.0043975,0.0057682,0.0076586,0.0099623,0.013016,0.017024,0.022047,0.02857,0.037419,0.048726,0.063357,0.085369,0.11304,0.15184,0.19636,0.24795,0.30343,0.36088,0.41891,0.47337,0.52465,0.57505,0.6279,0.68872,0.76066,0.84952,0.9503,1.0604,1.1834,1.3027,1.4285,1.5513,1.6779,1.8049,1.9215,2.0208,2.0986,2.1625,2.1947,2.2161,2.2117,2.1778,2.1284,2.054,1.9696,1.8748,1.7675,1.6542,1.5421,1.4361,1.3401,1.2458,1.1598,1.0854,1.0288,0.99167,0.9593,0.93116,0.89823,0.84807,0.78873,0.71037,0.62474,0.53064,0.43595,0.34591,0.26868,0.20048,0.14805,0.10946,0.078536,0.057955,0.043562,0.032714,0.02512,0.019364,0.014689,0.011338,0.008619,0.0063994,0.0050244,0.0039126,0.0028962,0.0021514,0.0017156,0.00137,0.0010563,0.00082766,0.00062475,0.00055687,0.00044131,0.00036099,0.00030421,0.00026215,0.00021565,0.00018885,0.00017056,0.00015312,0.00014575,0.00012406,0.00010321,9.5e-05
0.00011007,0.00012449,0.00014154,0.00015288,0.00017039,0.00018066,0.00020816,0.00024415,0.00030821,0.00041184,0.00051776,0.00063935,0.00075975,0.00093081,0.0011972,0.0015873,0.0020792,0.0026157,0.0035183,0.0045275,0.0059064,0.0078108,0.010384,0.013686,0.018114,0.023485,0.030648,0.040093,0.054157,0.073462,0.1008,0.13971,0.18773,0.2474,0.31312,0.37791,0.44006,0.50032,0.54571,0.58402,0.62104,0.65488,0.70291,0.76638,0.84633,0.94265,1.0536,1.1677,1.2825,1.4057,1.5219,1.6461,1.76,1.8636,1.95,2.0205,2.0756,2.1053,2.1179,2.1031,2.0689,2.0124,1.9437,1.8609,1.7706,1.6692,1.565,1.4627,1.3633,1.2689,1.1871,1.1099,1.0514,1.0085,0.99853,0.99918,1.0068,1.0106,0.99241,0.95784,0.90242,0.80433,0.70224,0.58823,0.47233,0.37053,0.27565,0.19973,0.14107,0.10003,0.069924,0.048591,0.034851,0.026012,0.019674,0.014754,0.011284,0.0086319,0.00668,0.0050926,0.0039644,0.0029189,0.0023792,0.0018913,0.0014763,0.0012364,0.00096066,0.00069687,0.00066467,0.00057585,0.00045028,0.00037987,0.00031957,0.00028702,0.00025544,0.00022048,0.00019142,0.00018217,0.00015409,0.00013329,0.00012786
0.00014216,0.0001595,0.00017163,0.00019592,0.00021418,0.00024078,0.00025474,0.00030365,0.00037452,0.0004878,0.0006,0.00073809,0.00096496,0.0011649,0.0013771,0.0018354,0.0023062,0.0029323,0.0038059,0.0048412,0.0063621,0.0084779,0.011157,0.01459,0.019095,0.02541,0.033473,0.046607,0.065191,0.091623,0.13364,0.18839,0.25595,0.33379,0.41345,0.48939,0.55466,0.60613,0.64013,0.6588,0.66981,0.68705,0.71536,0.76974,0.84243,0.93435,1.0354,1.1448,1.2549,1.3683,1.4798,1.59,1.6911,1.7834,1.859,1.9163,1.9586,1.9833,1.984,1.9683,1.9338,1.8839,1.8135,1.7415,1.6558,1.5688,1.4743,1.3806,1.2886,1.2077,1.1302,1.0634,1.0178,0.99061,1.0017,1.0487,1.1092,1.1662,1.192,1.1818,1.1383,1.0627,0.94344,0.81382,0.67053,0.52994,0.40453,0.29298,0.20837,0.14311,0.095276,0.063909,0.043003,0.029598,0.02138,0.015875,0.011651,0.0089743,0.0071257,0.0055814,0.0045265,0.0033926,0.0027249,0.0022232,0.0018888,0.0014767,0.0011831,0.00093359,0.00083192,0.00069708,0.00054077,0.00047063,0.00040273,0.00036557,0.00034078,0.00026795,0.00023991,0.0002115,0.00019436,0.00017502,0.00016225
0.0001853,0.00019805,0.00021126,0.00023427,0.00027551,0.00028671,0.00031878,0.00038114,0.00044728,0.00056707,0.00072944,0.00089981,0.001181,0.0014065,0.0017358,0.0021184,0.0026486,0.0033661,0.0041848,0.0052671,0.0068415,0.0091841,0.011974,0.015553,0.021097,0.028502,0.040021,0.05776,0.085238,0.12704,0.18628,0.26472,0.35292,0.45435,0.55563,0.63755,0.70226,0.74141,0.75148,0.74621,0.73341,0.71284,0.72395,0.76202,0.82643,0.91058,1.0085,1.1119,1.2175,1.313,1.41,1.5029,1.5888,1.6726,1.7311,1.7795,1.8108,1.8268,1.8253,1.8099,1.7776,1.7352,1.6752,1.6077,1.5344,1.4535,1.3749,1.2874,1.2025,1.1333,1.0663,1.0125,0.97438,0.97088,1.0174,1.1051,1.2219,1.3316,1.4211,1.4474,1.4285,1.374,1.2602,1.1079,0.94329,0.76418,0.59426,0.4463,0.31263,0.21821,0.14791,0.094091,0.061141,0.039093,0.026603,0.018596,0.013164,0.010302,0.0081835,0.0064079,0.0051378,0.0042571,0.0034902,0.0027597,0.0023482,0.001935,0.0014866,0.0012456,0.0010601,0.00092992,0.00072858,0.00059071,0.00049623,0.00043521,0.00038784,0.00033278,0.00030533,0.00026001,0.00025023,0.000211,0.00021596
0.00022624,0.00024436,0.00025769,0.00028318,0.00032484,0.00035947,0.00039935,0.00049525,0.00055519,0.00064656,0.00088857,0.0011395,0.0014705,0.001793,0.0022382,0.0027093,0.0030946,0.003718,0.004571,0.0056965,0.0073656,0.0096578,0.012933,0.016972,0.023166,0.034089,0.050388,0.078428,0.12081,0.18363,0.27027,0.37333,0.49351,0.61966,0.7332,0.81865,0.87484,0.89216,0.87591,0.84545,0.79086,0.73449,0.71484,0.74149,0.79566,0.87536,0.9634,1.0554,1.1458,1.2325,1.3114,1.3878,1.4609,1.5252,1.5741,1.6099,1.6336,1.6445,1.6439,1.6312,1.6004,1.5614,1.5125,1.4593,1.396,1.3254,1.253,1.1742,1.1064,1.0381,0.98395,0.94139,0.91597,0.93355,1.006,1.1384,1.3081,1.4807,1.6314,1.7305,1.7506,1.7188,1.6319,1.4707,1.2843,1.0752,0.85606,0.6525,0.47767,0.33492,0.22719,0.14751,0.093053,0.059183,0.03728,0.023832,0.01795,0.013437,0.010402,0.0080148,0.0064091,0.0053444,0.0045552,0.0036673,0.0031122,0.0025827,0.0019599,0.0016724,0.0013334,0.0011536,0.00098548,0.00077944,0.00062208,0.00055021,0.00046962,0.00039798,0.00036758,0.00033065,0.00031142,0.00027409,0.00026365
0.00027107,0.00029208,0.00031928,0.00033609,0.00039663,0.00042477,0.00046842,0.00059065,0.00069858,0.00079517,0.0010911,0.0013566,0.0018332,0.0022518,0.002861,0.003348,0.0038179,0.0045025,0.0052584,0.0062516,0.0079757,0.010417,0.013461,0.01865,0.027876,0.04367,0.070269,0.11243,0.17658,0.26436,0.38405,0.52492,0.67575,0.82519,0.94084,1.0275,1.0585,1.0447,1.0076,0.92648,0.82197,0.73318,0.69055,0.7013,0.74941,0.81642,0.88976,0.96642,1.0467,1.1176,1.1827,1.2448,1.3031,1.3492,1.3889,1.415,1.4343,1.4413,1.4411,1.425,1.4039,1.3691,1.3313,1.2856,1.2334,1.1769,1.1133,1.0535,0.99328,0.94057,0.88996,0.85171,0.84827,0.8632,0.96831,1.1305,1.352,1.5853,1.8016,1.9714,2.0773,2.0881,2.0279,1.892,1.6898,1.4575,1.1964,0.93633,0.69363,0.49812,0.34535,0.22992,0.14538,0.092853,0.058325,0.035545,0.024198,0.018981,0.014449,0.010542,0.0088042,0.0072794,0.0062285,0.0050141,0.0040655,0.0035049,0.0026938,0.0021899,0.0017575,0.0014117,0.0011871,0.00090111,0.00075266,0.00069608,0.00058914,0.00046893,0.00044295,0.00040165,0.000377,0.00031805,0.00031863
0.00030352,0.00033241,0.00038459,0.00040092,0.00044978,0.0004742,0.00056329,0.00067018,0.00079694,0.00098116,0.0013191,0.0017974,0.0023084,0.002968,0.0037477,0.0042267,0.0046662,0.0055853,0.0063372,0.0071055,0.0086657,0.011112,0.014854,0.02279,0.036835,0.061831,0.10088,0.16258,0.25457,0.37849,0.53438,0.71226,0.89306,1.0542,1.1764,1.2424,1.2397,1.1916,1.1062,0.96988,0.82609,0.70964,0.64439,0.63806,0.67624,0.73557,0.79447,0.85993,0.92172,0.97905,1.0338,1.081,1.1234,1.1598,1.1869,1.2112,1.2229,1.2275,1.2232,1.2103,1.19,1.1679,1.1409,1.0989,1.0654,1.0231,0.96485,0.9174,0.86897,0.82084,0.77775,0.75266,0.75454,0.77457,0.89064,1.0816,1.3396,1.6259,1.9014,2.1545,2.3365,2.4221,2.4185,2.3238,2.1305,1.8786,1.5917,1.2826,0.97947,0.71782,0.51025,0.3477,0.22417,0.14138,0.090152,0.054251,0.035702,0.026499,0.019699,0.015048,0.011932,0.0099814,0.0083914,0.0069208,0.0056507,0.0044791,0.0036376,0.0027876,0.0022615,0.001772,0.0014835,0.0011828,0.00092449,0.00077794,0.00068761,0.00056176,0.00050398,0.00050759,0.00045812,0.00040636,0.00036794
0.00034422,0.00038886,0.00042657,0.00045939,0.00050676,0.00054968,0.00064069,0.00077326,0.00097527,0.0012278,0.0016126,0.0021927,0.0026631,0.0035925,0.0046912,0.0053786,0.0060696,0.0068014,0.0073876,0.0080357,0.0099877,0.012489,0.018118,0.029802,0.051677,0.089263,0.14733,0.2318,0.36024,0.52504,0.72042,0.93214,1.1365,1.307,1.4043,1.4385,1.3942,1.308,1.1581,0.97866,0.80306,0.66018,0.5819,0.56546,0.59197,0.6389,0.68382,0.73432,0.78118,0.82671,0.86737,0.90284,0.93355,0.96093,0.98098,1.0021,1.0087,1.0102,1.0039,0.9923,0.98164,0.96815,0.94485,0.91653,0.88927,0.85222,0.81086,0.77121,0.73838,0.69233,0.66241,0.64433,0.64609,0.67752,0.78836,0.99208,1.269,1.5791,1.9162,2.2528,2.5058,2.6936,2.7661,2.7209,2.5723,2.3331,2.023,1.6834,1.3222,0.99112,0.71847,0.50247,0.33373,0.21199,0.13556,0.082241,0.052299,0.035941,0.027261,0.020666,0.0159,0.013747,0.011432,0.009141,0.0075494,0.0059928,0.004612,0.0036953,0.002826,0.0022547,0.0017538,0.0014397,0.0010391,0.00092545,0.00080988,0.00066513,0.00060708,0.0005675,0.00051727,0.00047356,0.00041606
0.00039162,0.0004183,0.00046827,0.00050469,0.0005548,0.00065042,0.00068121,0.00088337,0.0011148,0.0014605,0.0018967,0.0024655,0.0033379,0.0045039,0.0055362,0.006858,0.0077823,0.0082701,0.0090068,0.0098643,0.011208,0.015131,0.024313,0.042046,0.074699,0.1288,0.20809,0.32562,0.4931,0.69966,0.93751,1.1758,1.3905,1.538,1.6193,1.6076,1.5086,1.3679,1.1671,0.94954,0.75058,0.59648,0.50413,0.47787,0.502,0.53369,0.56827,0.60587,0.64128,0.67329,0.70265,0.72484,0.74877,0.76899,0.78515,0.79868,0.80254,0.80271,0.79804,0.79008,0.78236,0.77204,0.75381,0.73721,0.71386,0.68714,0.65237,0.62638,0.60037,0.57245,0.5487,0.53472,0.53734,0.56775,0.68009,0.86495,1.1514,1.4744,1.8407,2.2071,2.5671,2.8275,3.008,3.0504,2.9659,2.7699,2.4666,2.1071,1.705,1.3193,0.97002,0.69158,0.47364,0.30864,0.19789,0.12462,0.076145,0.051655,0.03701,0.027946,0.021856,0.01836,0.015119,0.01196,0.0096399,0.0076225,0.0059781,0.0047411,0.0035823,0.0025064,0.002133,0.0016503,0.0012089,0.0010304,0.00087256,0.00078913,0.00064859,0.00061795,0.0005571,0.00052956,0.00047573
0.00043384,0.0004576,0.00046933,0.00054708,0.0006005,0.00069298,0.00080244,0.0010472,0.0012097,0.0016382,0.0023251,0.0029893,0.0040071,0.0053107,0.0068417,0.0085573,0.0098333,0.01031,0.011022,0.01167,0.01357,0.019597,0.033195,0.060207,0.10703,0.17975,0.28644,0.44302,0.65202,0.90076,1.166,1.4258,1.6372,1.7619,1.7921,1.7223,1.5792,1.3702,1.1247,0.8879,0.67783,0.5163,0.42498,0.39391,0.40769,0.434,0.45571,0.48202,0.50603,0.5289,0.54758,0.56571,0.5806,0.59648,0.60585,0.61383,0.61785,0.61673,0.61477,0.61001,0.60383,0.59366,0.58498,0.57222,0.55458,0.53614,0.51371,0.49607,0.47321,0.45622,0.44031,0.43486,0.43366,0.46115,0.55407,0.73188,0.99291,1.3232,1.697,2.0899,2.4881,2.8512,3.1169,3.2735,3.2823,3.1409,2.8803,2.5213,2.1142,1.6833,1.2726,0.91855,0.64569,0.43028,0.27945,0.17703,0.10921,0.071983,0.049736,0.036919,0.028411,0.023443,0.019153,0.015354,0.012143,0.0094463,0.0073657,0.0058477,0.0043123,0.0031625,0.0023558,0.001879,0.0014344,0.0011366,0.00094023,0.00080287,0.00067883,0.00063909,0.00057398,0.00058135,0.00050346
